frame,kp_idx,kp_name,x,y,conf
0,0,nose,74.68199729919434,59.82114791870117,0.9999293088912964
0,1,left_eye,76.45197868347168,57.53609657287598,0.9998069405555725
0,2,right_eye,72.767653465271,57.388596534729004,0.9997933506965637
0,3,left_ear,78.13977241516113,56.88052177429199,0.9994674324989319
0,4,right_ear,71.66600704193115,57.19332695007324,0.9994562268257141
0,5,left_shoulder,85.01446723937988,63.11087608337402,0.9999583959579468
0,6,right_shoulder,68.38111877441406,64.51128959655762,0.999950647354126
0,7,left_elbow,82.79397010803223,77.36397743225098,0.9746416211128235
0,8,right_elbow,72.23746299743652,78.01688194274902,0.955115556716919
0,9,left_wrist,81.63479804992676,90.39650917053223,0.9578725099563599
0,10,right_wrist,77.2937536239624,89.69878196716309,0.9519092440605164
0,11,left_hip,80.50274848937988,82.60382652282715,0.9997062087059021
0,12,right_hip,71.51516914367676,82.53359794616699,0.9996028542518616
0,13,left_knee,84.80425834655762,102.5633430480957,0.9898880124092102
0,14,right_knee,66.84647560119629,102.01248168945312,0.9931746125221252
0,15,left_ankle,87.33089447021484,121.37934684753418,0.9893283247947693
0,16,right_ankle,63.2928466796875,120.27137756347656,0.9925137162208557
1,0,nose,74.64654445648193,58.90097618103027,0.9999265670776367
1,1,left_eye,76.31912231445312,56.75021171569824,0.9998001456260681
1,2,right_eye,72.76718139648438,56.77257061004639,0.9997862577438354
1,3,left_ear,78.13803195953369,56.507134437561035,0.9994449019432068
1,4,right_ear,71.67803764343262,56.74004554748535,0.9994325041770935
1,5,left_shoulder,84.96797561645508,63.029513359069824,0.9999548196792603
1,6,right_shoulder,68.37176322937012,64.50469017028809,0.9999463558197021
1,7,left_elbow,82.79181480407715,77.35450744628906,0.9732844829559326
1,8,right_elbow,72.24671363830566,78.0858325958252,0.9553039073944092
1,9,left_wrist,81.59100532531738,89.8261547088623,0.9559192061424255
1,10,right_wrist,77.34293937683105,89.69583511352539,0.9517829418182373
1,11,left_hip,80.45133590698242,82.60498046875,0.9996989965438843
1,12,right_hip,71.45747184753418,82.5413703918457,0.9996026158332825
1,13,left_knee,84.79588508605957,102.46644973754883,0.989600658416748
1,14,right_knee,67.02486515045166,102.06018447875977,0.9932095408439636
1,15,left_ankle,87.37362861633301,120.79301834106445,0.9888248443603516
1,16,right_ankle,63.33849906921387,120.5186653137207,0.992519199848175
2,0,nose,74.64032649993896,58.94736289978027,0.9999264478683472
2,1,left_eye,76.2377405166626,56.79915428161621,0.9997992515563965
2,2,right_eye,72.77081489562988,56.787424087524414,0.9997819066047668
2,3,left_ear,78.07461738586426,56.54298782348633,0.9994467496871948
2,4,right_ear,71.67913913726807,56.75579071044922,0.9994253516197205
2,5,left_shoulder,84.71529006958008,63.03081512451172,0.9999558329582214
2,6,right_shoulder,68.36705207824707,64.50899600982666,0.9999454617500305
2,7,left_elbow,82.79178619384766,77.35960483551025,0.9726147651672363
2,8,right_elbow,72.51139163970947,78.13873291015625,0.956336259841919
2,9,left_wrist,81.56647682189941,89.85021591186523,0.9556357860565186
2,10,right_wrist,77.43199348449707,89.68897819519043,0.9531952142715454
2,11,left_hip,80.1853084564209,82.62616157531738,0.9997050166130066
2,12,right_hip,71.37049198150635,82.59921073913574,0.9996088743209839
2,13,left_knee,84.79170799255371,102.41172790527344,0.9894339442253113
2,14,right_knee,67.04386234283447,102.07125663757324,0.9932933449745178
2,15,left_ankle,87.46283531188965,120.80589294433594,0.9887020587921143
2,16,right_ankle,63.33890438079834,120.50447463989258,0.9926084876060486
3,0,nose,74.66946601867676,59.28370475769043,0.9999228119850159
3,1,left_eye,76.35626316070557,57.188963890075684,0.9997907876968384
3,2,right_eye,72.80882835388184,56.95418834686279,0.9997717142105103
3,3,left_ear,78.1130599975586,56.72226428985596,0.9994261860847473
3,4,right_ear,71.69224739074707,56.875996589660645,0.9994015693664551
3,5,left_shoulder,84.67855453491211,63.0488395690918,0.9999546408653259
3,6,right_shoulder,68.36687564849854,64.50883388519287,0.9999439120292664
3,7,left_elbow,82.79932022094727,77.371506690979,0.9716290831565857
3,8,right_elbow,72.50833988189697,78.10995578765869,0.9565581679344177
